gameid,teamname,result,assists,teamkills,teamdeaths,teamkda,dragons,barons,dragons&barons,towers,inhibitors,tower&inhibitors,damagetochampions,visionscore,earnedgold
11359-11359_game_4,Bilibili Gaming,1,68,31,22,4.5,4,0,4,7,1,8,120349,295,44832
11362-11362_game_1,Bilibili Gaming,1,11,9,6,3.333333333,2,1,3,7,1,8,49283,193,31954
11362-11362_game_2,Bilibili Gaming,1,74,29,6,17.16666667,2,1,3,11,3,14,100312,211,41026
11362-11362_game_3,Bilibili Gaming,1,38,18,22,2.545454545,2,0,2,8,1,9,138231,336,46984
9693-9693_game_1,Bilibili Gaming,0,41,17,22,2.636363636,0,2,2,5,0,5,96743,346,47069
9693-9693_game_2,Bilibili Gaming,1,26,13,9,4.333333333,4,2,6,10,2,12,66041,283,40785
9693-9693_game_3,Bilibili Gaming,0,44,18,25,2.48,2,0,2,6,0,6,126846,479,53779
9701-9701_game_1,Bilibili Gaming,1,47,17,7,9.142857143,3,2,5,11,4,15,75039,293,43214
9701-9701_game_2,Bilibili Gaming,0,27,10,22,1.681818182,1,0,1,3,0,3,86337,239,32127
9701-9701_game_3,Bilibili Gaming,1,34,12,3,15.33333333,3,1,4,11,3,14,61269,275,41239
9721-9721_game_1,Bilibili Gaming,1,24,14,4,9.5,4,2,6,11,3,14,66054,225,39604
9721-9721_game_2,Bilibili Gaming,0,31,14,22,2.045454545,1,0,1,3,0,3,66013,253,35148
9721-9721_game_3,Bilibili Gaming,1,47,22,18,3.833333333,4,2,6,10,2,12,127917,425,54245
9729-9729_game_1,Bilibili Gaming,0,7,2,18,0.5,0,0,0,1,0,1,40220,209,23542
9729-9729_game_2,Bilibili Gaming,1,27,15,2,21,3,1,4,9,2,11,58528,188,35112
9729-9729_game_3,Bilibili Gaming,0,21,11,23,1.391304348,3,0,3,4,0,4,94070,332,37055
9740-9740_game_1,Bilibili Gaming,0,8,3,10,1.1,0,0,0,0,0,0,36954,184,21496
9740-9740_game_2,Bilibili Gaming,0,13,6,18,1.055555556,1,0,1,2,0,2,74575,216,31439
9745-9745_game_1,Bilibili Gaming,1,32,12,2,22,4,1,5,10,2,12,97894,266,37538
9745-9745_game_2,Bilibili Gaming,0,40,16,18,3.111111111,4,1,5,6,0,6,130375,382,44335
9745-9745_game_3,Bilibili Gaming,1,39,16,8,6.875,3,1,4,10,2,12,85279,240,38050
9752-9752_game_1,Bilibili Gaming,1,22,15,8,4.625,3,1,4,10,1,11,73645,295,39871
9752-9752_game_2,Bilibili Gaming,0,14,5,18,1.055555556,0,0,0,3,0,3,45782,227,26033
9752-9752_game_3,Bilibili Gaming,1,24,14,10,3.8,4,1,5,8,1,9,82685,352,39259
9762-9762_game_1,Bilibili Gaming,0,13,5,19,0.947368421,1,0,1,3,0,3,45178,213,29147
9762-9762_game_2,Bilibili Gaming,1,63,29,18,5.111111111,3,2,5,10,2,12,85290,295,48441
9762-9762_game_3,Bilibili Gaming,0,24,11,27,1.296296296,3,0,3,3,0,3,106826,466,47114
9932-9932_game_1,Bilibili Gaming,1,27,15,4,10.5,3,1,4,11,3,14,69866,223,39594
9932-9932_game_2,Bilibili Gaming,1,45,22,12,5.583333333,2,1,3,10,1,11,72524,213,36653
9940-9940_game_1,Bilibili Gaming,1,28,10,2,19,4,2,6,11,3,14,50136,334,42743
9940-9940_game_2,Bilibili Gaming,0,13,8,22,0.954545455,1,0,1,2,0,2,57521,190,30923
9940-9940_game_3,Bilibili Gaming,0,6,3,25,0.36,0,1,1,0,0,0,79058,261,29911
9948-9948_game_1,Bilibili Gaming,1,36,17,6,8.833333333,4,1,5,9,1,10,82679,313,40387
9948-9948_game_2,Bilibili Gaming,0,13,5,12,1.5,0,0,0,1,0,1,35762,175,23140
9948-9948_game_3,Bilibili Gaming,1,38,17,6,9.166666667,4,1,5,10,1,11,73857,263,37678
9955-9955_game_1,Bilibili Gaming,1,28,12,1,40,2,1,3,8,1,9,55784,208,31014
9955-9955_game_2,Bilibili Gaming,1,56,23,19,4.157894737,4,3,7,11,3,14,130647,444,56780
9964-9964_game_1,Bilibili Gaming,1,38,18,7,8,4,2,6,9,2,11,66584,294,39864
9964-9964_game_2,Bilibili Gaming,1,20,12,3,10.66666667,3,1,4,10,2,12,52677,167,32246
9975-9975_game_1,Bilibili Gaming,1,61,21,4,20.5,4,1,5,9,1,10,56971,290,39795
9975-9975_game_2,Bilibili Gaming,1,40,19,12,4.916666667,2,1,3,9,1,10,90585,338,43887
9983-9983_game_1,Bilibili Gaming,1,56,33,29,3.068965517,4,1,5,10,2,12,138779,323,57343
9983-9983_game_2,Bilibili Gaming,1,47,27,7,10.57142857,4,1,5,8,1,9,63793,206,37649
9988-9988_game_1,Bilibili Gaming,1,44,19,8,7.875,4,1,5,10,1,11,79823,251,39517
9988-9988_game_2,Bilibili Gaming,0,31,13,16,2.75,1,0,1,3,0,3,59670,217,29732
9988-9988_game_3,Bilibili Gaming,0,30,14,19,2.315789474,0,0,0,3,0,3,50252,266,29777
10007-10007_game_1,Bilibili Gaming,0,23,8,14,2.214285714,2,1,3,6,0,6,53622,326,41054
10007-10007_game_2,Bilibili Gaming,1,34,15,5,9.8,3,2,5,8,1,9,57048,259,36231
10007-10007_game_3,Bilibili Gaming,1,36,15,4,12.75,2,1,3,9,1,10,48051,250,40164
10007-10007_game_4,Bilibili Gaming,1,45,20,9,7.222222222,3,1,4,10,2,12,59279,244,39346
10009-10009_game_1,Bilibili Gaming,1,40,19,7,8.428571429,2,1,3,10,1,11,62846,208,34926
10009-10009_game_2,Bilibili Gaming,1,51,23,6,12.33333333,4,1,5,11,2,13,67933,236,42199
10009-10009_game_3,Bilibili Gaming,1,28,16,9,4.888888889,1,1,2,7,1,8,41404,178,29982
10011-10011_game_1,Bilibili Gaming,0,30,16,23,2,3,1,4,3,0,3,90838,308,41323
10011-10011_game_2,Bilibili Gaming,1,35,18,4,13.25,4,1,5,11,3,14,91423,421,49166
10011-10011_game_3,Bilibili Gaming,1,46,20,7,9.428571429,4,0,4,8,1,9,77254,351,41815
10011-10011_game_4,Bilibili Gaming,0,18,9,21,1.285714286,0,0,0,3,0,3,47560,190,27399
10011-10011_game_5,Bilibili Gaming,0,17,9,9,2.888888889,4,0,4,3,0,3,50745,290,35134
10013-10013_game_1,Bilibili Gaming,1,63,24,8,10.875,4,2,6,8,1,9,80902,288,44621
10013-10013_game_2,Bilibili Gaming,0,40,19,19,3.105263158,4,3,7,8,3,11,105736,483,57631
10013-10013_game_3,Bilibili Gaming,1,21,11,6,5.333333333,3,1,4,9,1,10,54167,305,39821
10013-10013_game_4,Bilibili Gaming,0,40,14,22,2.454545455,2,1,3,4,0,4,74738,242,37236
10013-10013_game_5,Bilibili Gaming,1,31,14,3,15,3,1,4,10,2,12,64040,272,40607
10015-10015_game_1,Bilibili Gaming,1,48,19,7,9.571428571,3,1,4,11,3,14,65782,240,39224
10015-10015_game_2,Bilibili Gaming,0,34,15,20,2.45,2,1,3,4,0,4,88084,327,40085
10015-10015_game_3,Bilibili Gaming,1,26,16,2,21,2,1,3,10,2,12,60082,233,40432
10015-10015_game_4,Bilibili Gaming,0,30,12,25,1.68,1,1,2,4,0,4,82509,374,43468
10015-10015_game_5,Bilibili Gaming,1,56,20,15,5.066666667,3,1,4,7,1,8,84194,269,39221
10016-10016_game_1,Bilibili Gaming,0,28,9,18,2.055555556,1,0,1,4,0,4,45792,220,28230
10016-10016_game_2,Bilibili Gaming,0,5,3,19,0.421052632,1,0,1,1,0,1,32318,162,22026
10016-10016_game_3,Bilibili Gaming,1,35,19,8,6.75,3,3,6,9,2,11,77125,334,47024
10016-10016_game_4,Bilibili Gaming,0,22,10,21,1.523809524,1,0,1,4,0,4,61583,344,43697
ESPORTSTMNT04_2675477,Bilibili Gaming,1,55,22,3,25.66666667,3,1,4,9,1,10,71172,214,39833
ESPORTSTMNT04_2675493,Bilibili Gaming,1,43,25,10,6.8,2,0,2,11,2,13,75964,212,38506
ESPORTSTMNT04_2673551,Bilibili Gaming,1,31,17,6,8,2,2,4,11,2,13,55775,295,41669
ESPORTSTMNT04_2674557,Bilibili Gaming,0,39,19,24,2.416666667,3,0,3,3,0,3,84410,362,46827
ESPORTSTMNT04_2674560,Bilibili Gaming,1,58,24,11,7.454545455,3,2,5,11,4,15,88168,280,43615
ESPORTSTMNT04_2673895,Bilibili Gaming,1,59,25,16,5.25,4,1,5,8,1,9,89540,321,46804
ESPORTSTMNT04_2675883,Bilibili Gaming,1,26,12,10,3.8,3,1,4,9,1,10,87285,297,40145
ESPORTSTMNT04_2675887,Bilibili Gaming,1,44,20,15,4.266666667,2,2,4,9,1,10,115214,305,46552
ESPORTSTMNT04_2675986,Bilibili Gaming,0,23,8,21,1.476190476,2,0,2,0,0,0,53327,156,21098
ESPORTSTMNT04_2676000,Bilibili Gaming,0,32,11,16,2.6875,3,1,4,5,0,5,100176,382,44242
ESPORTSTMNT04_2676026,Bilibili Gaming,0,48,19,35,1.914285714,1,2,3,5,0,5,118804,383,45744
ESPORTSTMNT04_2679020,Bilibili Gaming,1,72,29,15,6.733333333,2,0,2,8,1,9,91191,271,41884
ESPORTSTMNT04_2677067,Bilibili Gaming,0,17,10,15,1.8,4,0,4,6,0,6,81898,316,37780
ESPORTSTMNT04_2679033,Bilibili Gaming,1,33,17,17,2.941176471,3,1,4,8,1,9,77246,337,43891
ESPORTSTMNT04_2679035,Bilibili Gaming,1,49,20,6,11.5,3,1,4,8,1,9,61128,281,39223
ESPORTSTMNT04_2677157,Bilibili Gaming,1,45,16,6,10.16666667,3,1,4,7,1,8,61070,233,34762
ESPORTSTMNT04_2676180,Bilibili Gaming,1,46,18,11,5.818181818,4,2,6,7,1,8,104295,392,49449
ESPORTSTMNT04_2676181,Bilibili Gaming,1,73,29,17,6,4,2,6,11,2,13,112315,327,47175
ESPORTSTMNT04_2679153,Bilibili Gaming,1,63,23,14,6.142857143,3,0,3,7,1,8,121482,467,52699
ESPORTSTMNT04_2679169,Bilibili Gaming,1,30,14,4,11,4,1,5,7,1,8,49192,223,35275
ESPORTSTMNT04_2679171,Bilibili Gaming,0,20,8,20,1.4,0,0,0,0,0,0,54514,254,29817
ESPORTSTMNT04_2677203,Bilibili Gaming,1,39,16,11,5,4,2,6,10,3,13,83491,424,46583
ESPORTSTMNT04_2677225,Bilibili Gaming,0,8,4,13,0.923076923,2,0,2,1,0,1,35000,169,23422
ESPORTSTMNT04_2677229,Bilibili Gaming,1,41,16,11,5.181818182,4,1,5,10,2,12,85886,286,43170
ESPORTSTMNT04_2677230,Bilibili Gaming,0,4,3,12,0.583333333,0,0,0,0,0,0,40578,170,21050
ESPORTSTMNT04_2677232,Bilibili Gaming,0,1,1,11,0.181818182,1,0,1,2,0,2,28541,159,21952
10155-10155_game_1,Bilibili Gaming,1,36,13,2,24.5,3,1,4,7,1,8,66042,196,30863
10155-10155_game_2,Bilibili Gaming,1,58,26,17,4.941176471,4,2,6,10,2,12,87854,325,49319
10163-10163_game_1,Bilibili Gaming,1,34,21,5,11,2,1,3,9,1,10,50375,198,36466
10163-10163_game_2,Bilibili Gaming,0,13,10,23,1,1,0,1,4,0,4,45838,221,33441
10163-10163_game_3,Bilibili Gaming,1,46,20,10,6.6,4,2,6,8,1,9,77628,303,42464
10172-10172_game_1,Bilibili Gaming,1,32,13,4,11.25,2,0,2,8,1,9,39557,232,33996
10172-10172_game_2,Bilibili Gaming,0,14,7,21,1,1,0,1,3,0,3,54127,204,27729
10172-10172_game_3,Bilibili Gaming,1,67,22,9,9.888888889,2,1,3,9,1,10,68186,222,37354
10178-10178_game_1,Bilibili Gaming,1,31,17,5,9.6,3,0,3,10,2,12,52493,229,36517
10178-10178_game_2,Bilibili Gaming,1,49,20,8,8.625,2,0,2,7,1,8,61687,238,34394
10186-10186_game_1,Bilibili Gaming,1,42,22,11,5.818181818,2,2,4,10,1,11,94913,319,48027
10186-10186_game_2,Bilibili Gaming,0,17,6,11,2.090909091,0,0,0,3,0,3,64389,227,30697
10186-10186_game_3,Bilibili Gaming,1,41,16,10,5.7,4,0,4,8,1,9,76387,273,39674
10194-10194_game_1,Bilibili Gaming,1,54,18,8,9,3,1,4,10,2,12,75605,299,42182
10194-10194_game_2,Bilibili Gaming,1,40,16,5,11.2,4,1,5,8,1,9,67979,295,36805
10203-10203_game_1,Bilibili Gaming,0,27,11,23,1.652173913,0,0,0,4,0,4,74033,225,34527
10203-10203_game_2,Bilibili Gaming,0,23,7,24,1.25,1,0,1,1,0,1,45560,163,24046
10210-10210_game_1,Bilibili Gaming,1,46,19,9,7.222222222,3,1,4,9,1,10,73509,286,39530
10210-10210_game_2,Bilibili Gaming,1,31,21,15,3.466666667,3,2,5,10,2,12,97787,298,46172
10219-10219_game_1,Bilibili Gaming,0,31,10,22,1.863636364,1,1,2,4,0,4,103299,393,42499
10219-10219_game_2,Bilibili Gaming,1,27,13,3,13.33333333,3,1,4,7,1,8,45711,174,30939
10219-10219_game_3,Bilibili Gaming,1,24,10,6,5.666666667,0,0,0,7,1,8,38365,297,37189
10323-10323_game_1,Bilibili Gaming,1,54,26,8,10,3,1,4,11,3,14,70499,204,41892
10323-10323_game_2,Bilibili Gaming,1,49,24,11,6.636363636,4,1,5,10,1,11,73207,228,39649
10327-10327_game_1,Bilibili Gaming,1,45,18,11,5.727272727,4,1,5,10,2,12,98845,268,43924
10327-10327_game_2,Bilibili Gaming,1,51,22,12,6.083333333,4,1,5,8,1,9,93803,240,42215
10336-10336_game_1,Bilibili Gaming,1,38,18,10,5.6,2,1,3,9,1,10,50038,237,40792
10336-10336_game_2,Bilibili Gaming,1,44,23,8,8.375,4,1,5,10,2,12,69989,171,39763
10346-10346_game_1,Bilibili Gaming,1,64,21,11,7.727272727,4,1,5,9,2,11,75185,254,40173
10346-10346_game_2,Bilibili Gaming,1,71,27,7,14,3,1,4,8,1,9,74403,212,39432
10353-10353_game_1,Bilibili Gaming,1,53,21,16,4.625,2,2,4,11,2,13,107040,285,48114
10353-10353_game_2,Bilibili Gaming,1,60,26,14,6.142857143,2,1,3,8,1,9,90081,247,44008
10366-10366_game_1,Bilibili Gaming,0,34,23,33,1.727272727,2,1,3,8,4,12,155183,453,61452
10366-10366_game_2,Bilibili Gaming,1,52,20,15,4.8,3,2,5,10,3,13,86127,291,47570
10366-10366_game_3,Bilibili Gaming,1,51,20,17,4.176470588,1,1,2,8,1,9,91466,245,40838
10376-10376_game_1,Bilibili Gaming,1,33,17,22,2.272727273,2,0,2,9,1,10,73498,328,45385
10376-10376_game_2,Bilibili Gaming,1,37,18,14,3.928571429,2,1,3,10,1,11,82652,307,43842
10387-10387_game_1,Bilibili Gaming,1,61,25,4,21.5,2,1,3,9,1,10,71507,180,37098
10387-10387_game_2,Bilibili Gaming,0,15,9,23,1.043478261,0,0,0,2,0,2,42681,154,25985
10387-10387_game_3,Bilibili Gaming,1,68,24,11,8.363636364,3,1,4,9,1,10,98697,263,45016
10387-10387_game_4,Bilibili Gaming,1,85,28,25,4.52,3,1,4,9,1,10,143132,412,52418
10390-10390_game_1,Bilibili Gaming,0,27,10,18,2.055555556,1,0,1,2,0,2,73918,215,30826
10390-10390_game_2,Bilibili Gaming,0,20,10,21,1.428571429,0,0,0,3,0,3,56823,199,29244
10390-10390_game_3,Bilibili Gaming,0,11,4,14,1.071428571,2,0,2,2,0,2,40774,193,25315
10391-10391_game_1,Bilibili Gaming,1,25,11,3,12,2,2,4,10,2,12,61631,290,42091
10391-10391_game_2,Bilibili Gaming,0,33,13,24,1.916666667,2,0,2,3,0,3,94847,280,34975
10391-10391_game_3,Bilibili Gaming,0,19,9,14,2,2,0,2,2,0,2,57118,226,30871
10391-10391_game_4,Bilibili Gaming,0,9,5,16,0.875,2,1,3,8,0,8,67371,243,36631
ESPORTSTMNT03_3219025,Bilibili Gaming,1,64,20,10,8.4,4,2,6,10,2,12,167319,475,56733
ESPORTSTMNT03_3221130,Bilibili Gaming,0,17,7,19,1.263157895,0,0,0,1,0,1,53286,182,23451
ESPORTSTMNT03_3220442,Bilibili Gaming,1,48,15,8,7.875,3,1,4,9,2,11,90569,341,42520
ESPORTSTMNT03_3223206,Bilibili Gaming,0,8,3,13,0.846153846,0,0,0,0,0,0,40185,227,24843
ESPORTSTMNT03_3224164,Bilibili Gaming,0,5,6,16,0.6875,1,0,1,2,0,2,54096,236,29602
ESPORTSTMNT03_3223353,Bilibili Gaming,1,38,16,3,18,4,2,6,9,1,10,77943,322,45513
ESPORTSTMNT03_3223364,Bilibili Gaming,0,48,20,21,3.238095238,0,2,2,6,0,6,115725,493,51186
ESPORTSTMNT03_3224326,Bilibili Gaming,1,41,16,5,11.4,4,1,5,11,3,14,54673,288,38415
ESPORTSTMNT03_3225383,Bilibili Gaming,1,36,14,5,10,5,1,6,8,1,9,62310,295,39646
ESPORTSTMNT03_3225421,Bilibili Gaming,1,29,15,3,14.66666667,4,2,6,10,2,12,58720,250,40247
ESPORTSTMNT03_3225426,Bilibili Gaming,0,19,9,13,2.153846154,3,0,3,5,1,6,91618,418,47438
ESPORTSTMNT03_3222932,Bilibili Gaming,0,30,11,20,2.05,2,1,3,4,0,4,71665,308,36882
ESPORTSTMNT03_3222943,Bilibili Gaming,1,45,14,6,9.833333333,3,2,5,10,2,12,86564,291,41409
ESPORTSTMNT03_3226447,Bilibili Gaming,0,6,3,18,0.5,1,0,1,2,0,2,35229,214,27089
ESPORTSTMNT03_3227417,Bilibili Gaming,1,46,24,12,5.833333333,5,1,6,10,2,12,107013,352,50411
ESPORTSTMNT03_3225986,Bilibili Gaming,0,7,4,13,0.846153846,3,0,3,1,0,1,40411,223,22993
ESPORTSTMNT03_3227424,Bilibili Gaming,1,42,19,3,20.33333333,3,1,4,9,2,11,47691,294,38002
ESPORTSTMNT03_3226463,Bilibili Gaming,0,25,15,20,2,1,1,2,4,0,4,93238,293,39855
10659-10659_game_1,Bilibili Gaming,1,39,16,3,18.33333333,2,1,3,9,1,10,64520,165,31643
10659-10659_game_2,Bilibili Gaming,0,34,15,16,3.0625,2,1,3,3,0,3,83304,265,38512
10659-10659_game_3,Bilibili Gaming,1,16,12,2,14,2,0,2,9,1,10,40608,126,26844
10659-10659_game_4,Bilibili Gaming,1,41,19,11,5.454545455,3,1,4,11,3,14,73435,246,39298
8417-8417_game_1,Bilibili Gaming,0,18,8,17,1.529411765,0,0,0,2,0,2,53831,209,30687
8417-8417_game_2,Bilibili Gaming,1,36,20,5,11.2,3,1,4,8,1,9,53602,199,34317
8417-8417_game_3,Bilibili Gaming,1,20,9,13,2.230769231,3,2,5,10,1,11,81886,341,45550
8425-8425_game_1,Bilibili Gaming,0,39,14,21,2.523809524,2,0,2,2,0,2,84431,230,33878
8425-8425_game_2,Bilibili Gaming,1,40,18,9,6.444444444,1,1,2,9,1,10,48795,233,38104
8425-8425_game_3,Bilibili Gaming,1,74,34,9,12,4,1,5,9,1,10,83677,291,44814
8436-8436_game_1,Bilibili Gaming,1,46,15,3,20.33333333,2,2,4,10,2,12,58117,317,44500
8436-8436_game_2,Bilibili Gaming,1,17,10,7,3.857142857,2,2,4,10,2,12,52529,316,43345
8442-8442_game_1,Bilibili Gaming,0,17,7,14,1.714285714,1,1,2,3,0,3,50487,309,36751
8442-8442_game_2,Bilibili Gaming,1,36,18,4,13.5,4,1,5,9,2,11,57406,255,42564
8442-8442_game_3,Bilibili Gaming,0,5,3,13,0.615384615,2,0,2,3,0,3,31361,264,29551
8452-8452_game_1,Bilibili Gaming,1,34,10,2,22,3,2,5,10,2,12,64099,327,45641
8452-8452_game_2,Bilibili Gaming,1,36,16,8,6.5,4,1,5,9,2,11,48834,239,37695
8459-8459_game_1,Bilibili Gaming,1,40,18,8,7.25,4,1,5,10,2,12,65878,237,39890
8459-8459_game_2,Bilibili Gaming,0,35,13,20,2.4,3,0,3,2,0,2,78071,227,31439
8459-8459_game_3,Bilibili Gaming,0,3,2,14,0.357142857,0,0,0,7,0,7,32124,169,25141
8467-8467_game_1,Bilibili Gaming,0,34,16,27,1.851851852,1,1,2,4,0,4,116396,280,42280
8467-8467_game_2,Bilibili Gaming,1,74,35,27,4.037037037,2,0,2,9,1,10,121310,311,49543
8467-8467_game_3,Bilibili Gaming,0,36,15,23,2.217391304,3,0,3,2,0,2,87407,262,39266
8472-8472_game_1,Bilibili Gaming,1,30,15,5,9,4,1,5,11,2,13,61478,349,50128
8472-8472_game_2,Bilibili Gaming,1,52,19,4,17.75,2,2,4,9,1,10,60020,239,42203
8747-8747_game_1,Bilibili Gaming,1,48,15,18,3.5,3,2,5,11,7,18,122005,428,57956
8747-8747_game_2,Bilibili Gaming,0,27,10,19,1.947368421,0,0,0,3,0,3,52531,203,29077
8747-8747_game_3,Bilibili Gaming,1,33,16,5,9.8,4,1,5,11,3,14,57201,217,38243
8756-8756_game_1,Bilibili Gaming,1,26,17,7,6.142857143,3,1,4,11,3,14,45026,230,40738
8756-8756_game_2,Bilibili Gaming,0,21,9,22,1.363636364,2,0,2,3,0,3,50194,214,30612
8756-8756_game_3,Bilibili Gaming,1,38,19,4,14.25,4,1,5,11,2,13,62187,234,40408
8761-8761_game_1,Bilibili Gaming,1,41,15,10,5.6,2,2,4,9,1,10,80781,307,52059
8761-8761_game_2,Bilibili Gaming,0,18,11,17,1.705882353,0,0,0,3,0,3,48463,211,29595
8761-8761_game_3,Bilibili Gaming,0,36,15,21,2.428571429,0,0,0,5,0,5,48046,208,33156
8766-8766_game_1,Bilibili Gaming,1,46,16,7,8.857142857,4,2,6,9,1,10,80169,296,46673
8766-8766_game_2,Bilibili Gaming,0,12,8,25,0.8,1,0,1,3,0,3,57582,185,29696
8766-8766_game_3,Bilibili Gaming,0,14,6,16,1.25,1,0,1,4,0,4,31919,236,33583
8776-8776_game_1,Bilibili Gaming,1,35,14,2,24.5,3,2,5,9,1,10,88240,313,46276
8776-8776_game_2,Bilibili Gaming,0,15,6,13,1.615384615,0,0,0,0,0,0,29335,167,19421
8776-8776_game_3,Bilibili Gaming,0,46,23,23,3,4,0,4,4,1,5,85590,269,41456
8786-8786_game_1,Bilibili Gaming,1,31,12,4,10.75,4,0,4,7,1,8,48649,227,34509
8786-8786_game_2,Bilibili Gaming,0,39,16,20,2.75,1,0,1,4,0,4,65971,236,38296
8786-8786_game_3,Bilibili Gaming,0,23,7,17,1.764705882,2,0,2,3,0,3,61938,268,33355
8791-8791_game_1,Bilibili Gaming,0,34,17,19,2.684210526,4,0,4,4,0,4,86636,339,39249
8791-8791_game_2,Bilibili Gaming,1,34,16,15,3.333333333,1,0,1,8,1,9,68978,266,38668
8791-8791_game_3,Bilibili Gaming,1,40,17,17,3.352941176,2,1,3,7,1,8,86276,266,42856
8804-8804_game_1,Bilibili Gaming,1,24,11,5,7,3,1,4,9,2,11,72957,215,35845
8804-8804_game_2,Bilibili Gaming,1,42,21,9,7,4,0,4,11,3,14,83299,245,43958
8810-8810_game_1,Bilibili Gaming,0,13,5,18,1,0,0,0,5,0,5,47311,186,27725
8810-8810_game_2,Bilibili Gaming,1,51,20,5,14.2,4,1,5,9,1,10,61171,233,37818
8810-8810_game_3,Bilibili Gaming,1,42,21,6,10.5,4,1,5,8,1,9,74466,257,39894
8810-8810_game_4,Bilibili Gaming,1,43,20,12,5.25,4,1,5,8,1,9,66129,242,38582
8812-8812_game_1,Bilibili Gaming,1,19,10,2,14.5,4,1,5,10,2,12,43732,264,40755
8812-8812_game_2,Bilibili Gaming,0,39,16,21,2.619047619,2,2,4,5,0,5,62062,264,44031
8812-8812_game_3,Bilibili Gaming,0,9,5,21,0.666666667,0,0,0,2,0,2,44387,179,26615
8812-8812_game_4,Bilibili Gaming,0,4,6,17,0.588235294,1,0,1,3,0,3,57204,197,30812
8950-8950_game_1,Bilibili Gaming,0,15,7,12,1.833333333,1,0,1,3,0,3,40980,165,26628
8950-8950_game_2,Bilibili Gaming,1,37,15,4,13,4,1,5,10,2,12,58705,243,42710
8950-8950_game_3,Bilibili Gaming,0,8,4,16,0.75,1,0,1,6,1,7,93844,367,46972
8958-8958_game_1,Bilibili Gaming,1,34,17,7,7.285714286,4,1,5,9,1,10,51954,266,39601
8958-8958_game_2,Bilibili Gaming,0,19,7,16,1.625,3,0,3,3,0,3,56970,193,32068
8958-8958_game_3,Bilibili Gaming,1,72,24,6,16,4,1,5,10,2,12,109610,255,42122
8964-8964_game_1,Bilibili Gaming,0,13,5,22,0.818181818,0,0,0,3,0,3,67961,238,30388
8964-8964_game_2,Bilibili Gaming,0,29,13,12,3.5,3,0,3,3,0,3,88156,366,40938
8971-8971_game_1,Bilibili Gaming,0,17,7,8,3,0,1,1,4,0,4,62332,254,39463
8971-8971_game_2,Bilibili Gaming,0,16,8,15,1.6,2,0,2,4,0,4,75379,264,36171
8980-8980_game_1,Bilibili Gaming,0,21,9,24,1.25,0,0,0,1,0,1,45126,130,24797
8980-8980_game_2,Bilibili Gaming,1,32,12,5,8.8,2,1,3,8,1,9,49062,201,38498
8980-8980_game_3,Bilibili Gaming,0,14,8,10,2.2,0,1,1,5,0,5,72568,262,40943
8987-8987_game_1,Bilibili Gaming,1,60,22,14,5.857142857,2,1,3,9,1,10,102577,254,45840
8987-8987_game_2,Bilibili Gaming,0,10,5,22,0.681818182,1,0,1,4,0,4,55825,229,27933
8987-8987_game_3,Bilibili Gaming,1,46,23,5,13.8,3,1,4,10,3,13,77097,196,41968
8996-8996_game_1,Bilibili Gaming,0,5,2,13,0.538461538,2,0,2,3,0,3,37907,272,35952
8996-8996_game_2,Bilibili Gaming,1,51,19,10,7,4,1,5,10,2,12,71296,327,46968
8996-8996_game_3,Bilibili Gaming,0,21,8,21,1.380952381,1,0,1,5,0,5,65590,280,35946
9005-9005_game_1,Bilibili Gaming,1,31,11,7,6,4,1,5,7,1,8,90631,307,43704
9005-9005_game_2,Bilibili Gaming,0,19,7,15,1.733333333,3,0,3,3,0,3,73324,255,33795
9005-9005_game_3,Bilibili Gaming,0,30,13,18,2.388888889,2,0,2,1,0,1,53038,189,29595
9283-9283_game_1,Bilibili Gaming,0,16,10,17,1.529411765,2,0,2,3,0,3,66145,207,31996
9283-9283_game_2,Bilibili Gaming,1,35,15,9,5.555555556,2,1,3,9,1,10,82189,305,42273
9283-9283_game_3,Bilibili Gaming,1,38,17,6,9.166666667,3,1,4,9,2,11,75396,214,37810
9290-9290_game_1,Bilibili Gaming,0,35,13,17,2.823529412,3,1,4,5,0,5,127301,431,47437
9290-9290_game_2,Bilibili Gaming,1,41,15,6,9.333333333,3,0,3,7,1,8,79410,261,40135
9290-9290_game_3,Bilibili Gaming,1,33,14,11,4.272727273,4,1,5,8,1,9,87712,328,45208
9299-9299_game_1,Bilibili Gaming,0,22,9,16,1.9375,0,0,0,4,0,4,44829,242,32481
9299-9299_game_2,Bilibili Gaming,0,12,6,13,1.384615385,1,0,1,4,0,4,53980,194,31401
9305-9305_game_1,Bilibili Gaming,0,13,6,22,0.863636364,0,1,1,1,0,1,55404,165,28890
9305-9305_game_2,Bilibili Gaming,1,31,14,14,3.214285714,3,1,4,9,1,10,72380,187,38878
9305-9305_game_3,Bilibili Gaming,0,7,6,21,0.619047619,0,0,0,3,0,3,38733,149,24376
9316-9316_game_1,Bilibili Gaming,1,45,17,4,15.5,3,1,4,11,2,13,74166,180,40088
9316-9316_game_2,Bilibili Gaming,1,50,20,11,6.363636364,3,1,4,9,1,10,57181,204,40585
9326-9326_game_1,Bilibili Gaming,0,25,11,23,1.565217391,1,0,1,4,0,4,66267,222,31621
9326-9326_game_2,Bilibili Gaming,0,24,13,24,1.541666667,2,1,3,5,0,5,87299,192,36691
9332-9332_game_1,Bilibili Gaming,1,30,11,6,6.833333333,3,0,3,7,1,8,64644,204,34913
