gameid,teamname,result,assists,teamkills,teamdeaths,teamkda,dragons,barons,dragons&barons,towers,inhibitors,tower&inhibitors,damagetochampions,visionscore,earnedgold
LOLTMNT02_57040,DRX,0,4,3,22,0.318181818,1,0,1,1,0,1,50551,170,21904
LOLTMNT05_23416,DRX,1,17,11,3,9.333333333,5,0,5,7,1,8,64344,398,42598
LOLTMNT05_22318,DRX,0,28,9,18,2.055555556,1,0,1,1,0,1,94653,274,35507
LOLTMNT02_61137,DRX,0,21,9,14,2.142857143,3,1,4,5,0,5,117627,513,45975
LOLTMNT02_60170,DRX,1,48,16,7,9.142857143,4,1,5,7,1,8,70615,344,42614
LOLTMNT02_61171,DRX,1,72,22,8,11.75,5,2,7,11,3,14,114212,398,53427
LOLTMNT02_63419,DRX,0,18,8,15,1.733333333,1,0,1,3,0,3,57485,268,30851
LOLTMNT02_63428,DRX,0,6,3,18,0.5,1,0,1,3,0,3,48093,235,30081
LOLTMNT03_48260,DRX,1,29,11,2,20,4,1,5,8,1,9,60474,264,38659
LOLTMNT03_48267,DRX,0,18,7,15,1.666666667,1,0,1,5,0,5,71236,303,35629
LOLTMNT03_49237,DRX,0,14,5,18,1.055555556,3,1,4,4,0,4,120432,357,44097
LOLTMNT03_51376,DRX,1,49,21,5,14,3,1,4,10,2,12,163774,440,52124
LOLTMNT03_50454,DRX,1,55,22,3,25.66666667,3,1,4,10,2,12,87425,307,43405
LOLTMNT03_54407,DRX,0,20,8,15,1.866666667,0,0,0,3,0,3,48652,342,33051
LOLTMNT03_55029,DRX,0,8,3,14,0.785714286,0,0,0,0,0,0,43496,321,32204
LOLTMNT03_55456,DRX,0,11,3,15,0.933333333,0,0,0,2,0,2,31240,165,24879
LOLTMNT03_55468,DRX,1,33,18,11,4.636363636,2,2,4,8,1,9,102127,359,49916
LOLTMNT03_54852,DRX,0,4,3,19,0.368421053,0,1,1,3,0,3,51978,236,29283
LOLTMNT01_71870,DRX,0,3,3,14,0.428571429,2,0,2,2,0,2,41054,206,23909
LOLTMNT01_71886,DRX,0,15,9,18,1.333333333,2,0,2,4,0,4,77371,297,31692
LOLTMNT01_76009,DRX,0,9,4,14,0.928571429,0,0,0,3,0,3,39201,196,25112
LOLTMNT01_75436,DRX,0,14,6,13,1.538461538,2,0,2,2,0,2,55727,266,29448
LOLTMNT01_121204,DRX,0,22,6,15,1.866666667,4,0,4,1,0,1,60040,286,30563
LOLTMNT01_121238,DRX,1,36,12,0,∞,1,0,1,9,1,10,51750,264,36739
LOLTMNT01_122184,DRX,1,36,14,6,8.333333333,4,2,6,11,3,14,74538,268,44602
LOLTMNT01_127469,DRX,0,10,4,21,0.666666667,0,0,0,1,0,1,55978,227,24849
LOLTMNT01_127475,DRX,1,40,15,5,11,2,2,4,8,1,9,74259,274,40921
LOLTMNT01_126521,DRX,0,17,6,19,1.210526316,1,0,1,1,0,1,47280,227,26307
LOLTMNT02_111045,DRX,1,48,20,6,11.33333333,4,1,5,8,1,9,94270,387,43123
LOLTMNT02_110137,DRX,1,68,26,14,6.714285714,4,2,6,9,1,10,114821,454,52154
LOLTMNT02_112272,DRX,0,10,4,12,1.166666667,1,0,1,3,0,3,45334,243,29801
LOLTMNT02_113368,DRX,1,39,14,7,7.571428571,1,1,2,8,1,9,69839,216,33755
LOLTMNT02_112296,DRX,0,15,5,23,0.869565217,0,0,0,1,0,1,47903,231,23731
LOLTMNT02_122032,DRX,0,16,7,11,2.090909091,2,1,3,6,0,6,75905,270,38441
LOLTMNT02_122043,DRX,0,3,2,9,0.555555556,1,0,1,2,0,2,33792,148,19884
LOLTMNT02_124329,DRX,0,7,4,15,0.733333333,1,0,1,1,0,1,30507,150,19604
LOLTMNT02_124348,DRX,0,28,11,14,2.785714286,0,0,0,2,0,2,74226,239,31526
LOLTMNT03_117142,DRX,0,22,9,15,2.066666667,0,0,0,4,0,4,74441,254,32987
LOLTMNT03_118135,DRX,0,7,3,22,0.454545455,2,0,2,3,0,3,46229,259,30985
LOLTMNT03_122799,DRX,0,0,1,5,0.2,0,0,0,2,0,2,54179,209,25792
LOLTMNT03_122818,DRX,0,15,6,11,1.909090909,4,2,6,4,0,4,94286,380,43668
LOLTMNT03_127679,DRX,0,14,5,15,1.266666667,0,0,0,1,0,1,61852,244,31189
LOLTMNT03_127699,DRX,0,34,12,23,2,1,0,1,3,0,3,70617,248,34896
LOLTMNT03_130460,DRX,0,20,10,19,1.578947368,2,0,2,3,0,3,67727,246,30285
LOLTMNT03_130471,DRX,0,18,8,11,2.363636364,2,0,2,4,0,4,87664,324,38291
LOLTMNT01_149936,DRX,0,25,9,14,2.428571429,2,0,2,4,0,4,72244,275,33381
LOLTMNT01_150875,DRX,0,17,6,16,1.4375,0,0,0,1,0,1,48679,172,24496
LOLTMNT01_151950,DRX,0,56,20,26,2.923076923,3,3,6,4,0,4,149461,439,51780
LOLTMNT01_151960,DRX,0,10,3,11,1.181818182,0,0,0,0,0,0,43325,236,23537
LOLTMNT01_156045,DRX,1,19,8,2,13.5,4,1,5,11,3,14,62945,284,38599
LOLTMNT01_156049,DRX,1,51,17,9,7.555555556,3,0,3,7,1,8,123285,417,43622
LOLTMNT01_156416,DRX,0,3,2,22,0.227272727,0,0,0,1,0,1,44298,173,20379
LOLTMNT01_156427,DRX,0,3,1,13,0.307692308,0,0,0,1,0,1,31426,193,22775
LOLTMNT02_150406,DRX,0,19,8,15,1.8,0,0,0,2,0,2,48970,246,28857
LOLTMNT02_149440,DRX,0,22,11,20,1.65,1,1,2,6,0,6,81864,287,41354
LOLTMNT02_151812,DRX,0,16,8,22,1.090909091,0,0,0,2,0,2,56954,209,26256
LOLTMNT02_153281,DRX,0,4,4,14,0.571428571,3,0,3,4,0,4,57934,325,29477
LOLTMNT02_155833,DRX,0,17,9,18,1.444444444,1,0,1,4,0,4,63881,300,34409
LOLTMNT02_155850,DRX,0,20,11,21,1.476190476,3,0,3,3,0,3,103271,291,35467
LOLTMNT02_157475,DRX,1,45,15,4,15,4,1,5,9,1,10,71640,282,39140
LOLTMNT02_158144,DRX,0,11,3,14,1,2,0,2,2,0,2,76723,304,33986
ESPORTSTMNT04_2659018,DRX,0,10,4,20,0.7,1,0,1,0,0,0,58540,188,25439
ESPORTSTMNT04_2661035,DRX,0,7,4,17,0.647058824,3,0,3,3,0,3,74662,274,34297
ESPORTSTMNT04_2664153,DRX,0,4,4,19,0.421052632,1,0,1,2,0,2,74786,236,28994
ESPORTSTMNT04_2663182,DRX,0,21,8,24,1.208333333,0,0,0,2,0,2,59661,191,27267
ESPORTSTMNT03_3090837,DRX,1,26,10,14,2.571428571,3,1,4,10,2,12,105902,287,39374
ESPORTSTMNT03_3089931,DRX,0,12,9,20,1.05,1,0,1,1,0,1,61299,152,25006
ESPORTSTMNT03_3090868,DRX,0,4,3,16,0.4375,0,0,0,2,0,2,39432,207,23999
ESPORTSTMNT03_3092604,DRX,1,28,14,11,3.818181818,3,1,4,8,2,10,102369,424,48188
ESPORTSTMNT03_3093593,DRX,1,48,20,4,17,3,1,4,10,2,12,78817,293,40413
ESPORTSTMNT03_3098196,DRX,0,7,4,10,1.1,2,0,2,5,1,6,61058,266,33657
ESPORTSTMNT03_3099119,DRX,1,34,13,7,6.714285714,4,1,5,10,2,12,58671,272,34878
ESPORTSTMNT03_3098225,DRX,0,8,3,16,0.6875,1,0,1,2,0,2,50093,244,27302
ESPORTSTMNT03_3100826,DRX,1,44,20,13,4.923076923,4,1,5,9,2,11,109754,342,43680
ESPORTSTMNT03_3100863,DRX,0,6,4,17,0.588235294,1,0,1,0,0,0,31978,174,19587
ESPORTSTMNT03_3098932,DRX,0,23,10,20,1.65,4,1,5,7,1,8,132706,326,42315
ESPORTSTMNT01_3309058,DRX,0,9,6,12,1.25,0,0,0,1,0,1,44594,272,28162
ESPORTSTMNT01_3309094,DRX,1,46,15,2,30.5,3,1,4,10,2,12,66006,265,37480
ESPORTSTMNT01_3311011,DRX,0,2,3,15,0.333333333,0,0,0,0,0,0,30450,154,17728
ESPORTSTMNT01_3310923,DRX,0,14,8,11,2,2,0,2,1,0,1,65260,293,32717
ESPORTSTMNT01_3309997,DRX,0,12,7,19,1,0,0,0,1,0,1,44429,188,23364
ESPORTSTMNT02_3148631,DRX,0,6,2,9,0.888888889,0,0,0,1,0,1,39702,199,23105
ESPORTSTMNT02_3150633,DRX,0,13,7,18,1.111111111,1,0,1,3,0,3,64620,315,31200
ESPORTSTMNT02_3151375,DRX,0,8,5,13,1,3,0,3,2,0,2,62907,279,31452
ESPORTSTMNT02_3151399,DRX,0,14,6,17,1.176470588,2,0,2,2,0,2,61490,242,28508
ESPORTSTMNT02_3160953,DRX,0,14,5,16,1.1875,0,0,0,0,0,0,51141,129,22346
ESPORTSTMNT02_3160975,DRX,0,3,4,15,0.466666667,0,0,0,2,0,2,44795,181,24033
ESPORTSTMNT02_3165696,DRX,0,18,7,13,1.923076923,4,0,4,2,0,2,97108,372,41162
ESPORTSTMNT02_3164832,DRX,1,31,14,7,6.428571429,5,2,7,10,2,12,77947,328,44332
ESPORTSTMNT02_3163849,DRX,1,59,23,15,5.466666667,4,3,7,10,1,11,136188,459,55967
ESPORTSTMNT03_3111606,DRX,0,15,4,14,1.357142857,1,0,1,1,0,1,49049,203,23464
ESPORTSTMNT03_3111641,DRX,0,10,5,20,0.75,0,0,0,0,0,0,38940,161,20348
ESPORTSTMNT03_3116676,DRX,1,24,11,9,3.888888889,3,1,4,9,1,10,55704,330,40351
ESPORTSTMNT03_3114711,DRX,0,11,4,14,1.071428571,2,1,3,2,0,2,64146,359,35148
ESPORTSTMNT03_3116711,DRX,1,36,14,7,7.142857143,3,1,4,8,1,9,76820,253,32480
ESPORTSTMNT03_3124078,DRX,0,2,1,14,0.214285714,0,0,0,0,0,0,25670,185,19375
ESPORTSTMNT03_3125134,DRX,0,23,10,10,3.3,0,0,0,0,0,0,69304,262,27798
ESPORTSTMNT03_3127022,DRX,1,27,13,2,20,3,2,5,9,1,10,56186,346,41313
ESPORTSTMNT03_3126034,DRX,0,12,5,17,1,0,0,0,3,0,3,43464,198,24368
ESPORTSTMNT03_3128016,DRX,0,15,8,19,1.210526316,1,0,1,0,0,0,61910,243,29881
ESPORTSTMNT01_3325029,DRX,0,9,5,18,0.777777778,2,0,2,4,1,5,66460,288,39584
ESPORTSTMNT01_3326046,DRX,1,29,15,5,8.8,4,2,6,8,1,9,56304,313,44748
ESPORTSTMNT01_3325049,DRX,0,13,5,17,1.058823529,1,0,1,3,0,3,47164,257,31455
ESPORTSTMNT01_3328190,DRX,0,5,2,16,0.4375,0,0,0,3,0,3,36683,188,25104
ESPORTSTMNT01_3328205,DRX,0,9,5,10,1.4,1,0,1,5,1,6,34344,182,28503
ESPORTSTMNT03_3167810,DRX,0,49,16,19,3.421052632,1,2,3,5,0,5,134224,397,46105
ESPORTSTMNT03_3165973,DRX,0,9,5,13,1.076923077,1,0,1,0,0,0,48079,216,23984
ESPORTSTMNT03_3170239,DRX,0,5,2,13,0.538461538,0,0,0,0,0,0,33747,117,15993
ESPORTSTMNT03_3170253,DRX,1,32,13,13,3.461538462,1,1,2,7,1,8,61420,337,41343
ESPORTSTMNT03_3168381,DRX,0,21,11,20,1.6,3,2,5,5,0,5,125768,479,43251
ESPORTSTMNT01_3372029,DRX,0,2,1,17,0.176470588,0,0,0,1,0,1,25724,144,17467
ESPORTSTMNT01_3373049,DRX,0,3,3,16,0.375,0,0,0,0,0,0,50914,156,19790
ESPORTSTMNT01_3375285,DRX,0,8,4,23,0.52173913,0,0,0,2,0,2,35578,113,20945
ESPORTSTMNT01_3375321,DRX,0,8,4,16,0.75,0,0,0,1,0,1,41697,193,21412
ESPORTSTMNT01_3385158,DRX,0,0,0,11,0,0,0,0,1,0,1,27589,148,18745
ESPORTSTMNT01_3385176,DRX,0,4,2,15,0.4,1,0,1,2,0,2,50558,184,24491
ESPORTSTMNT01_3388081,DRX,0,14,4,11,1.636363636,1,0,1,0,0,0,41813,250,26783
ESPORTSTMNT01_3386968,DRX,1,41,16,10,5.7,2,2,4,8,1,9,90672,336,43140
ESPORTSTMNT01_3388094,DRX,1,38,14,6,8.666666667,4,2,6,8,1,9,66739,395,45053
ESPORTSTMNT02_3215424,DRX,0,43,15,24,2.416666667,1,1,2,7,1,8,82023,364,46949
ESPORTSTMNT02_3214430,DRX,1,25,11,2,18,4,1,5,8,1,9,64565,262,34621
ESPORTSTMNT02_3214449,DRX,1,66,21,20,4.35,4,0,4,6,1,7,128084,362,46840
ESPORTSTMNT02_3214964,DRX,0,7,4,21,0.523809524,2,0,2,3,0,3,49199,291,32120
ESPORTSTMNT02_3214984,DRX,1,29,13,6,7,2,1,3,10,2,12,54950,264,42417
ESPORTSTMNT02_3216537,DRX,0,0,0,8,0,3,0,3,3,0,3,43607,348,30690
ESPORTSTMNT02_3217738,DRX,1,30,19,2,24.5,3,2,5,11,3,14,75300,259,43053
ESPORTSTMNT02_3217759,DRX,1,42,18,6,10,3,0,3,9,1,10,70891,392,44233
ESPORTSTMNT02_3217922,DRX,0,1,4,16,0.3125,1,0,1,1,0,1,23919,192,23879
ESPORTSTMNT02_3217939,DRX,0,18,6,29,0.827586207,0,0,0,2,0,2,39106,163,22390
ESPORTSTMNT02_3220426,DRX,0,7,2,13,0.692307692,1,0,1,1,0,1,45140,250,28574
ESPORTSTMNT02_3220450,DRX,0,8,5,17,0.764705882,0,0,0,1,0,1,38124,192,26699
ESPORTSTMNT02_3220608,DRX,0,17,9,18,1.444444444,1,0,1,1,0,1,44256,185,26917
ESPORTSTMNT02_3221581,DRX,1,58,21,22,3.590909091,2,3,5,8,1,9,79939,330,49978
ESPORTSTMNT02_3221591,DRX,0,17,9,15,1.733333333,3,1,4,6,0,6,43383,250,33631
ESPORTSTMNT02_3221863,DRX,0,23,8,18,1.722222222,2,0,2,2,0,2,81041,301,33599
ESPORTSTMNT02_3222295,DRX,1,58,21,10,7.9,4,2,6,9,1,10,85222,338,42334
ESPORTSTMNT02_3222301,DRX,0,2,1,9,0.333333333,1,0,1,2,0,2,71921,267,28020
ESPORTSTMNT02_3223070,DRX,0,11,5,23,0.695652174,3,0,3,0,0,0,53491,216,24534
ESPORTSTMNT02_3223073,DRX,0,3,2,14,0.357142857,0,0,0,1,0,1,45180,266,27955
ESPORTSTMNT03_3197780,DRX,0,11,6,10,1.7,0,0,0,2,0,2,34372,254,27667
ESPORTSTMNT03_3195856,DRX,1,48,17,8,8.125,3,1,4,11,3,14,78773,276,40420
ESPORTSTMNT03_3196827,DRX,1,27,11,4,9.5,3,2,5,8,1,9,56997,358,42482
ESPORTSTMNT03_3200068,DRX,0,32,14,20,2.3,4,1,5,7,0,7,94871,427,46584
ESPORTSTMNT03_3199115,DRX,0,9,4,19,0.684210526,0,0,0,0,0,0,42476,156,20893
ESPORTSTMNT01_3408162,DRX,1,58,20,7,11.14285714,3,0,3,9,1,10,94605,345,45112
ESPORTSTMNT01_3408177,DRX,1,31,13,6,7.333333333,4,1,5,8,1,9,56723,217,35349
ESPORTSTMNT01_3409937,DRX,1,56,25,5,16.2,3,1,4,11,2,13,84880,195,42698
ESPORTSTMNT01_3409963,DRX,1,42,16,2,29,2,1,3,9,1,10,67700,238,37622
ESPORTSTMNT01_3410511,DRX,0,21,9,22,1.363636364,1,0,1,2,0,2,78937,315,34233
ESPORTSTMNT01_3411490,DRX,0,36,14,24,2.083333333,1,0,1,2,0,2,80299,277,32510
ESPORTSTMNT01_3412431,DRX,0,33,19,31,1.677419355,3,1,4,5,0,5,103610,423,46076
ESPORTSTMNT01_3416476,DRX,0,2,1,15,0.2,0,0,0,0,0,0,56460,198,20757
ESPORTSTMNT01_3417376,DRX,0,15,5,17,1.176470588,1,0,1,3,0,3,60198,275,30815
ESPORTSTMNT01_3418384,DRX,0,17,5,21,1.047619048,1,1,2,3,0,3,69625,283,33262
ESPORTSTMNT04_2659018,DRX,0,10,4,20,0.7,1,0,1,0,0,0,58540,188,25439
ESPORTSTMNT04_2661035,DRX,0,7,4,17,0.647058824,3,0,3,3,0,3,74662,274,34297
ESPORTSTMNT04_2664153,DRX,0,4,4,19,0.421052632,1,0,1,2,0,2,74786,236,28994
ESPORTSTMNT04_2663182,DRX,0,21,8,24,1.208333333,0,0,0,2,0,2,59661,191,27267
ESPORTSTMNT03_3090837,DRX,1,26,10,14,2.571428571,3,1,4,10,2,12,105902,287,39374
ESPORTSTMNT03_3089931,DRX,0,12,9,20,1.05,1,0,1,1,0,1,61299,152,25006
ESPORTSTMNT03_3090868,DRX,0,4,3,16,0.4375,0,0,0,2,0,2,39432,207,23999
ESPORTSTMNT03_3092604,DRX,1,28,14,11,3.818181818,3,1,4,8,2,10,102369,424,48188
ESPORTSTMNT03_3093593,DRX,1,48,20,4,17,3,1,4,10,2,12,78817,293,40413
ESPORTSTMNT03_3098196,DRX,0,7,4,10,1.1,2,0,2,5,1,6,61058,266,33657
ESPORTSTMNT03_3099119,DRX,1,34,13,7,6.714285714,4,1,5,10,2,12,58671,272,34878
ESPORTSTMNT03_3098225,DRX,0,8,3,16,0.6875,1,0,1,2,0,2,50093,244,27302
ESPORTSTMNT03_3100826,DRX,1,44,20,13,4.923076923,4,1,5,9,2,11,109754,342,43680
ESPORTSTMNT03_3100863,DRX,0,6,4,17,0.588235294,1,0,1,0,0,0,31978,174,19587
ESPORTSTMNT03_3098932,DRX,0,23,10,20,1.65,4,1,5,7,1,8,132706,326,42315
ESPORTSTMNT01_3309058,DRX,0,9,6,12,1.25,0,0,0,1,0,1,44594,272,28162
ESPORTSTMNT01_3309094,DRX,1,46,15,2,30.5,3,1,4,10,2,12,66006,265,37480
ESPORTSTMNT01_3311011,DRX,0,2,3,15,0.333333333,0,0,0,0,0,0,30450,154,17728
ESPORTSTMNT01_3310923,DRX,0,14,8,11,2,2,0,2,1,0,1,65260,293,32717
ESPORTSTMNT01_3309997,DRX,0,12,7,19,1,0,0,0,1,0,1,44429,188,23364
ESPORTSTMNT02_3148631,DRX,0,6,2,9,0.888888889,0,0,0,1,0,1,39702,199,23105
ESPORTSTMNT02_3150633,DRX,0,13,7,18,1.111111111,1,0,1,3,0,3,64620,315,31200
ESPORTSTMNT02_3151375,DRX,0,8,5,13,1,3,0,3,2,0,2,62907,279,31452
ESPORTSTMNT02_3151399,DRX,0,14,6,17,1.176470588,2,0,2,2,0,2,61490,242,28508
ESPORTSTMNT02_3160953,DRX,0,14,5,16,1.1875,0,0,0,0,0,0,51141,129,22346
ESPORTSTMNT02_3160975,DRX,0,3,4,15,0.466666667,0,0,0,2,0,2,44795,181,24033
ESPORTSTMNT02_3165696,DRX,0,18,7,13,1.923076923,4,0,4,2,0,2,97108,372,41162
ESPORTSTMNT02_3164832,DRX,1,31,14,7,6.428571429,5,2,7,10,2,12,77947,328,44332
ESPORTSTMNT02_3163849,DRX,1,59,23,15,5.466666667,4,3,7,10,1,11,136188,459,55967
ESPORTSTMNT03_3111606,DRX,0,15,4,14,1.357142857,1,0,1,1,0,1,49049,203,23464
ESPORTSTMNT03_3111641,DRX,0,10,5,20,0.75,0,0,0,0,0,0,38940,161,20348
ESPORTSTMNT03_3116676,DRX,1,24,11,9,3.888888889,3,1,4,9,1,10,55704,330,40351
ESPORTSTMNT03_3114711,DRX,0,11,4,14,1.071428571,2,1,3,2,0,2,64146,359,35148
ESPORTSTMNT03_3116711,DRX,1,36,14,7,7.142857143,3,1,4,8,1,9,76820,253,32480
ESPORTSTMNT03_3124078,DRX,0,2,1,14,0.214285714,0,0,0,0,0,0,25670,185,19375
ESPORTSTMNT03_3125134,DRX,0,23,10,10,3.3,0,0,0,0,0,0,69304,262,27798
ESPORTSTMNT03_3127022,DRX,1,27,13,2,20,3,2,5,9,1,10,56186,346,41313
ESPORTSTMNT03_3126034,DRX,0,12,5,17,1,0,0,0,3,0,3,43464,198,24368
ESPORTSTMNT03_3128016,DRX,0,15,8,19,1.210526316,1,0,1,0,0,0,61910,243,29881
ESPORTSTMNT01_3325029,DRX,0,9,5,18,0.777777778,2,0,2,4,1,5,66460,288,39584
ESPORTSTMNT01_3326046,DRX,1,29,15,5,8.8,4,2,6,8,1,9,56304,313,44748
ESPORTSTMNT01_3325049,DRX,0,13,5,17,1.058823529,1,0,1,3,0,3,47164,257,31455
ESPORTSTMNT01_3328190,DRX,0,5,2,16,0.4375,0,0,0,3,0,3,36683,188,25104
ESPORTSTMNT01_3328205,DRX,0,9,5,10,1.4,1,0,1,5,1,6,34344,182,28503
ESPORTSTMNT03_3167810,DRX,0,49,16,19,3.421052632,1,2,3,5,0,5,134224,397,46105
ESPORTSTMNT03_3165973,DRX,0,9,5,13,1.076923077,1,0,1,0,0,0,48079,216,23984
ESPORTSTMNT03_3170239,DRX,0,5,2,13,0.538461538,0,0,0,0,0,0,33747,117,15993
ESPORTSTMNT03_3170253,DRX,1,32,13,13,3.461538462,1,1,2,7,1,8,61420,337,41343
ESPORTSTMNT03_3168381,DRX,0,21,11,20,1.6,3,2,5,5,0,5,125768,479,43251
ESPORTSTMNT01_3372029,DRX,0,2,1,17,0.176470588,0,0,0,1,0,1,25724,144,17467
ESPORTSTMNT01_3373049,DRX,0,3,3,16,0.375,0,0,0,0,0,0,50914,156,19790
ESPORTSTMNT01_3375285,DRX,0,8,4,23,0.52173913,0,0,0,2,0,2,35578,113,20945
ESPORTSTMNT01_3375321,DRX,0,8,4,16,0.75,0,0,0,1,0,1,41697,193,21412
ESPORTSTMNT01_3385158,DRX,0,0,0,11,0,0,0,0,1,0,1,27589,148,18745
ESPORTSTMNT01_3385176,DRX,0,4,2,15,0.4,1,0,1,2,0,2,50558,184,24491
ESPORTSTMNT01_3388081,DRX,0,14,4,11,1.636363636,1,0,1,0,0,0,41813,250,26783
ESPORTSTMNT01_3386968,DRX,1,41,16,10,5.7,2,2,4,8,1,9,90672,336,43140
ESPORTSTMNT01_3388094,DRX,1,38,14,6,8.666666667,4,2,6,8,1,9,66739,395,45053
ESPORTSTMNT02_3215424,DRX,0,43,15,24,2.416666667,1,1,2,7,1,8,82023,364,46949
ESPORTSTMNT02_3214430,DRX,1,25,11,2,18,4,1,5,8,1,9,64565,262,34621
ESPORTSTMNT02_3214449,DRX,1,66,21,20,4.35,4,0,4,6,1,7,128084,362,46840
ESPORTSTMNT02_3214964,DRX,0,7,4,21,0.523809524,2,0,2,3,0,3,49199,291,32120
ESPORTSTMNT02_3214984,DRX,1,29,13,6,7,2,1,3,10,2,12,54950,264,42417
ESPORTSTMNT02_3216537,DRX,0,0,0,8,0,3,0,3,3,0,3,43607,348,30690
ESPORTSTMNT02_3217738,DRX,1,30,19,2,24.5,3,2,5,11,3,14,75300,259,43053
ESPORTSTMNT02_3217759,DRX,1,42,18,6,10,3,0,3,9,1,10,70891,392,44233
ESPORTSTMNT02_3217922,DRX,0,1,4,16,0.3125,1,0,1,1,0,1,23919,192,23879
ESPORTSTMNT02_3217939,DRX,0,18,6,29,0.827586207,0,0,0,2,0,2,39106,163,22390
ESPORTSTMNT02_3220426,DRX,0,7,2,13,0.692307692,1,0,1,1,0,1,45140,250,28574
ESPORTSTMNT02_3220450,DRX,0,8,5,17,0.764705882,0,0,0,1,0,1,38124,192,26699
ESPORTSTMNT02_3220608,DRX,0,17,9,18,1.444444444,1,0,1,1,0,1,44256,185,26917
ESPORTSTMNT02_3221581,DRX,1,58,21,22,3.590909091,2,3,5,8,1,9,79939,330,49978
ESPORTSTMNT02_3221591,DRX,0,17,9,15,1.733333333,3,1,4,6,0,6,43383,250,33631
ESPORTSTMNT02_3221863,DRX,0,23,8,18,1.722222222,2,0,2,2,0,2,81041,301,33599
ESPORTSTMNT02_3222295,DRX,1,58,21,10,7.9,4,2,6,9,1,10,85222,338,42334
ESPORTSTMNT02_3222301,DRX,0,2,1,9,0.333333333,1,0,1,2,0,2,71921,267,28020
ESPORTSTMNT02_3223070,DRX,0,11,5,23,0.695652174,3,0,3,0,0,0,53491,216,24534
ESPORTSTMNT02_3223073,DRX,0,3,2,14,0.357142857,0,0,0,1,0,1,45180,266,27955
ESPORTSTMNT03_3197780,DRX,0,11,6,10,1.7,0,0,0,2,0,2,34372,254,27667
ESPORTSTMNT03_3195856,DRX,1,48,17,8,8.125,3,1,4,11,3,14,78773,276,40420
ESPORTSTMNT03_3196827,DRX,1,27,11,4,9.5,3,2,5,8,1,9,56997,358,42482
ESPORTSTMNT03_3200068,DRX,0,32,14,20,2.3,4,1,5,7,0,7,94871,427,46584
ESPORTSTMNT03_3199115,DRX,0,9,4,19,0.684210526,0,0,0,0,0,0,42476,156,20893
ESPORTSTMNT01_3408162,DRX,1,58,20,7,11.14285714,3,0,3,9,1,10,94605,345,45112
ESPORTSTMNT01_3408177,DRX,1,31,13,6,7.333333333,4,1,5,8,1,9,56723,217,35349
ESPORTSTMNT01_3409937,DRX,1,56,25,5,16.2,3,1,4,11,2,13,84880,195,42698
ESPORTSTMNT01_3409963,DRX,1,42,16,2,29,2,1,3,9,1,10,67700,238,37622
ESPORTSTMNT01_3410511,DRX,0,21,9,22,1.363636364,1,0,1,2,0,2,78937,315,34233
ESPORTSTMNT01_3411490,DRX,0,36,14,24,2.083333333,1,0,1,2,0,2,80299,277,32510
ESPORTSTMNT01_3412431,DRX,0,33,19,31,1.677419355,3,1,4,5,0,5,103610,423,46076
ESPORTSTMNT01_3416476,DRX,0,2,1,15,0.2,0,0,0,0,0,0,56460,198,20757
ESPORTSTMNT01_3417376,DRX,0,15,5,17,1.176470588,1,0,1,3,0,3,60198,275,30815
ESPORTSTMNT01_3418384,DRX,0,17,5,21,1.047619048,1,1,2,3,0,3,69625,283,33262
ESPORTSTMNT01_2700815,DRX,0,9,5,14,1,1,0,1,8,0,8,50038,305,39978
ESPORTSTMNT01_2690695,DRX,0,21,7,15,1.866666667,0,1,1,3,0,3,66774,262,38182
ESPORTSTMNT01_2691507,DRX,0,3,2,17,0.294117647,0,0,0,4,0,4,53466,188,25593
ESPORTSTMNT01_2691515,DRX,0,13,9,23,0.956521739,1,0,1,0,0,0,46847,162,22795
ESPORTSTMNT01_2704285,DRX,0,25,9,19,1.789473684,0,0,0,1,0,1,46776,214,28365
ESPORTSTMNT01_2694425,DRX,0,20,8,14,2,2,0,2,1,0,1,46530,225,24401
ESPORTSTMNT01_2705951,DRX,1,22,8,6,5,0,0,0,8,1,9,45326,367,43103
ESPORTSTMNT01_2705978,DRX,1,45,16,8,7.625,5,1,6,7,1,8,128975,457,52704
ESPORTSTMNT02_2570944,DRX,1,37,14,6,8.5,2,1,3,9,1,10,77879,385,48130
ESPORTSTMNT02_2570976,DRX,1,27,14,4,10.25,4,1,5,11,2,13,58092,191,35610
ESPORTSTMNT02_2572011,DRX,1,42,19,12,5.083333333,4,2,6,11,4,15,86232,332,50756
ESPORTSTMNT02_2572063,DRX,1,31,18,16,3.0625,4,2,6,11,4,15,140199,428,57316
ESPORTSTMNT02_2557701,DRX,1,32,13,11,4.090909091,1,1,2,8,1,9,75556,215,35088
ESPORTSTMNT02_2557739,DRX,0,35,13,16,3,4,2,6,7,1,8,135602,363,50308
ESPORTSTMNT02_2557772,DRX,1,25,10,2,17.5,2,0,2,9,1,10,81982,265,39247
ESPORTSTMNT02_2578534,DRX,1,38,17,7,7.857142857,4,1,5,9,1,10,84977,285,44392
ESPORTSTMNT02_2578570,DRX,0,17,8,12,2.083333333,2,2,4,7,1,8,69450,347,46270
ESPORTSTMNT02_2578572,DRX,1,42,15,9,6.333333333,3,1,4,10,2,12,69783,357,48410
ESPORTSTMNT03_2545487,DRX,0,9,4,9,1.444444444,2,0,2,5,0,5,38503,324,36231
ESPORTSTMNT03_2545531,DRX,1,16,7,4,5.75,2,1,3,10,2,12,62816,318,38551
